a	0.0416666666667
afternoon	0.00694444444444
and	0.0277777777778
are	0.00694444444444
at	0.00694444444444
baskets	0.00694444444444
begins	0.00694444444444
bowl	0.0277777777778
carefully	0.00694444444444
ceremony	0.0138888888889
charcoal	0.00694444444444
clock	0.00694444444444
cloth	0.0138888888889
cooler	0.00694444444444
counts	0.00694444444444
does	0.00694444444444
drinks	0.00694444444444
empty	0.00694444444444
every	0.00694444444444
first	0.00694444444444
foam	0.00694444444444
folded	0.00694444444444
from	0.0138888888889
gardens	0.00694444444444
guest	0.00694444444444
guests	0.0138888888889
hillside	0.00694444444444
holds	0.00694444444444
host	0.00694444444444
hot	0.00694444444444
in	0.0138888888889
into	0.00694444444444
is	0.0486111111111
it	0.0138888888889
kettle	0.0208333333333
leave	0.00694444444444
leaves	0.00694444444444
lesson	0.00694444444444
loose	0.00694444444444
mist	0.00694444444444
names	0.00694444444444
nobody	0.0138888888889
not	0.0277777777778
one	0.00694444444444
only	0.0138888888889
packet	0.0138888888889
paper	0.00694444444444
peak	0.00694444444444
pouring	0.00694444444444
powder	0.00694444444444
powdered	0.00694444444444
quieter	0.00694444444444
room	0.00694444444444
same	0.00694444444444
sealed	0.00694444444444
second	0.00694444444444
sell	0.00694444444444
side	0.00694444444444
silence	0.00694444444444
sings	0.00694444444444
sit	0.00694444444444
so	0.00694444444444
spends	0.00694444444444
steam	0.00694444444444
stems	0.00694444444444
strokes	0.00694444444444
tasting	0.00694444444444
tea	0.0208333333333
that	0.00694444444444
the	0.159722222222
they	0.00694444444444
thick	0.00694444444444
thinner	0.00694444444444
three	0.00694444444444
time	0.00694444444444
tips	0.00694444444444
turns	0.0138888888889
village	0.00694444444444
wait	0.00694444444444
was	0.00694444444444
water	0.00694444444444
weather	0.00694444444444
when	0.0208333333333
whole	0.00694444444444
winter	0.00694444444444
wipes	0.00694444444444
