a	0.04
after	0.00666666666667
and	0.04
april	0.00666666666667
august	0.00666666666667
baskets	0.0133333333333
because	0.00666666666667
before	0.00666666666667
bitterness	0.00666666666667
bush	0.0133333333333
bushes	0.00666666666667
by	0.00666666666667
calls	0.00666666666667
comes	0.00666666666667
counts	0.00666666666667
cup	0.00666666666667
darker	0.00666666666667
down	0.00666666666667
drank	0.00666666666667
dries	0.00666666666667
drink	0.00666666666667
every	0.00666666666667
expensive	0.00666666666667
first	0.0133333333333
flush	0.00666666666667
for	0.0133333333333
from	0.00666666666667
garden	0.0266666666667
gives	0.00666666666667
grandparent	0.00666666666667
green	0.00666666666667
hard	0.00666666666667
harvest	0.00666666666667
hillside	0.00666666666667
hold	0.00666666666667
if	0.00666666666667
in	0.0133333333333
is	0.0133333333333
keep	0.00666666666667
kettle	0.0133333333333
kiln	0.00666666666667
leaves	0.02
light	0.00666666666667
longer	0.00666666666667
low	0.00666666666667
mist	0.00666666666667
noon	0.00666666666667
not	0.0133333333333
of	0.0133333333333
on	0.02
only	0.00666666666667
out	0.00666666666667
owner	0.00666666666667
path	0.00666666666667
pickers	0.00666666666667
picking	0.00666666666667
plain	0.00666666666667
planted	0.00666666666667
remaining	0.00666666666667
rows	0.00666666666667
rush	0.00666666666667
sale	0.00666666666667
same	0.0133333333333
shadow	0.00666666666667
shed	0.00666666666667
slope	0.0133333333333
small	0.00666666666667
so	0.00666666666667
south	0.00666666666667
standing	0.00666666666667
stay	0.00666666666667
stems	0.00666666666667
still	0.0133333333333
stops	0.00666666666667
story	0.00666666666667
stove	0.00666666666667
take	0.00666666666667
tasting	0.00666666666667
tea	0.0133333333333
terraces	0.00666666666667
that	0.00666666666667
the	0.133333333333
their	0.0133333333333
them	0.00666666666667
throws	0.00666666666667
tips	0.00666666666667
to	0.00666666666667
up	0.00666666666667
village	0.00666666666667
wakes	0.00666666666667
walk	0.00666666666667
was	0.00666666666667
we	0.00666666666667
who	0.00666666666667
with	0.00666666666667
words	0.00666666666667
workers	0.00666666666667
yesterdays	0.00666666666667
you	0.00666666666667
young	0.00666666666667
